,Order ID,Sales,Order Date
2616,CA-2015-124107,619.95,2015-9-10 0:00
2617,CA-2017-126550,81.4,29-03-2017
2618,CA-2017-104913,74.95,18-11-2017
2619,CA-2016-125850,20.65,22-01-2016
2620,CA-2015-132948,83.7,27-03-2015
2621,CA-2015-134992,32.4,22-09-2015
2622,CA-2015-126725,304.9,17-11-2015
2623,CA-2015-126725,32.4,17-11-2015
2624,US-2014-117968,1133.35,2014-5-8 0:00
2625,CA-2014-168305,21.4,2014-1-11 0:00
2626,US-2017-153948,26.4,2017-6-11 0:00
2627,US-2015-126977,14.9,17-09-2015
2628,CA-2016-103107,25.4,2016-4-7 0:00
2629,CA-2014-104178,95.1,25-08-2014
2630,CA-2015-115924,25.9,14-09-2015
2631,US-2014-105151,10.5,30-03-2014
2632,CA-2016-127138,676.55,2016-12-3 0:00
2633,CA-2016-127138,154.9,2016-12-3 0:00
2634,CA-2014-117765,429.9,2014-7-9 0:00
2635,CA-2016-163776,504.9,19-07-2016
2636,CA-2016-159016,14.9,2016-10-3 0:00
2637,CA-2017-136007,8.4,23-02-2017
2638,CA-2017-104010,54.9,23-04-2017
2639,CA-2015-153878,57.75,25-04-2015
2640,CA-2015-153878,272.4,25-04-2015
2641,CA-2014-107524,36.4,2014-2-3 0:00
2642,CA-2017-145772,44.75,2017-3-6 0:00
2643,CA-2017-121083,274.8,2017-9-7 0:00
2644,US-2016-106600,354.9,2016-8-4 0:00
2645,US-2014-106299,26.7,2014-2-8 0:00
2646,CA-2015-158421,629.95,21-09-2015
2647,US-2016-115952,28.85,2016-6-10 0:00
2648,CA-2015-115392,22.45,2015-1-10 0:00
2649,CA-2017-102379,179.9,2017-2-12 0:00
2650,US-2016-139087,24.75,17-07-2016
2651,CA-2016-100944,304.9,24-09-2016
2652,CA-2014-141313,704.25,28-12-2014
2653,CA-2015-110289,33.4,29-10-2015
2654,CA-2014-167927,19.05,20-01-2014
2655,CA-2014-167927,29.7,20-01-2014
2656,CA-2017-104822,24.55,20-10-2017
2657,CA-2017-150623,286.15,2017-10-4 0:00
2658,CA-2015-147529,311.15,2015-7-2 0:00
2659,CA-2017-151981,824.95,2017-6-8 0:00
2660,US-2017-116897,477.15,27-05-2017
2661,CA-2016-101161,34.7,13-10-2016
2662,CA-2016-101161,24.9,13-10-2016
2663,US-2017-133361,14.7,14-05-2017
2664,US-2017-133361,37.2,14-05-2017
2665,US-2017-133361,74,14-05-2017
2666,CA-2016-163804,2079.4,2016-2-12 0:00
2667,CA-2016-163804,629.95,2016-2-12 0:00
2668,US-2017-148866,32.4,19-09-2017
2669,CA-2017-102197,279.9,20-12-2017
2670,US-2017-116652,529.9,15-09-2017
2671,US-2017-107384,8.8,2017-4-12 0:00
2672,US-2017-107384,399.95,2017-4-12 0:00
2673,CA-2015-109862,291.1,25-10-2015
2674,CA-2017-161578,158.9,16-12-2017
2675,CA-2016-160941,419.9,21-07-2016
2676,CA-2017-104731,8.8,21-07-2017
2677,CA-2015-107678,469.95,21-04-2015
2678,US-2017-167402,32.4,13-01-2017
2679,US-2017-167402,4164.05,13-01-2017
2680,CA-2016-105081,1747.25,25-12-2016
2681,CA-2017-162173,356.85,26-10-2017
2682,CA-2017-122175,42.85,2017-12-5 0:00
2683,CA-2017-122175,87.4,2017-12-5 0:00
2684,CA-2015-109337,19.75,21-11-2015
2685,CA-2017-102974,149.95,19-09-2017
2686,CA-2017-145443,177.2,2017-10-8 0:00
2687,CA-2017-159156,629.95,13-11-2017
2688,CA-2017-124205,47.4,15-09-2017
2689,CA-2017-139787,35.4,19-09-2017
2690,CA-2014-144414,17.9,17-06-2014
2691,US-2017-115609,168.1,2017-2-11 0:00
2692,CA-2016-118689,17499.95,2016-2-10 0:00
2693,CA-2017-142643,152.65,15-10-2017
2694,CA-2017-107517,1640.7,2017-5-2 0:00
2695,CA-2016-123946,67.9,2016-12-9 0:00
2696,CA-2017-128965,10.9,17-04-2017
2697,CA-2015-137113,32.4,2015-1-12 0:00
2698,CA-2015-137113,114.2,2015-1-12 0:00
2699,CA-2017-164756,244.55,18-09-2017
2700,CA-2015-134257,491.55,16-03-2015
2701,CA-2017-107132,28.4,26-06-2017
2702,CA-2016-157588,36.4,14-07-2016
2703,CA-2016-157161,10.2,16-07-2016
2704,CA-2016-157161,24.1,16-07-2016
2705,CA-2016-163937,24.85,2016-10-1 0:00
2706,CA-2017-149076,154.9,14-01-2017
2707,CA-2016-116526,24.1,2016-1-9 0:00
2708,CA-2016-116526,26.4,2016-1-9 0:00
2709,CA-2015-109386,226.2,2015-8-11 0:00
2710,CA-2015-109386,27.9,2015-8-11 0:00
2711,US-2016-157840,33.9,20-12-2016
2712,CA-2016-167416,54.9,2016-12-5 0:00
2713,CA-2015-119480,51.55,2015-9-1 0:00
2714,CA-2016-109666,54.9,19-04-2016
2715,US-2016-117541,16.45,14-11-2016
2716,CA-2017-128783,135.3,2017-7-9 0:00
2717,CA-2014-122217,111.15,24-11-2014
2718,US-2015-136749,157.9,25-12-2015
2719,CA-2014-138709,15.6,2014-4-7 0:00
2720,CA-2014-116785,21.4,26-04-2014
2721,CA-2016-120369,756.8,28-10-2016
2722,CA-2015-103072,16.4,27-09-2015
2723,CA-2017-145807,354.9,2017-9-2 0:00
2724,CA-2016-152730,47.4,30-05-2016
2725,CA-2016-152730,14.7,30-05-2016
2726,CA-2015-121699,64.75,2015-10-8 0:00
2727,CA-2017-100097,979.95,26-11-2017
2728,CA-2017-100097,135.3,26-11-2017
2729,US-2017-128447,400.8,2017-10-11 0:00
2730,CA-2017-142125,21.9,21-10-2017
2731,CA-2017-154102,29.9,2017-6-2 0:00
2732,CA-2016-105732,14.4,13-09-2016
2733,CA-2016-105732,149.95,13-09-2016
2734,CA-2017-147844,15.7,2017-2-5 0:00
2735,CA-2017-147844,34.4,2017-2-5 0:00
2736,CA-2015-148180,99.2,26-07-2015
2737,CA-2015-145457,46.9,24-03-2015
2738,CA-2016-139997,1499.95,2016-1-7 0:00
2739,CA-2017-135111,25.9,28-12-2017
2740,US-2015-134558,29.9,19-12-2015
2741,US-2017-167920,214.9,2017-9-12 0:00
2742,US-2017-167920,146.45,2017-9-12 0:00
2743,CA-2014-100916,194.7,21-10-2014
2744,CA-2014-163223,14.4,21-03-2014
2745,CA-2017-146493,53.9,2017-1-6 0:00
2746,US-2017-141509,99.2,29-09-2017
2747,CA-2015-130974,154.9,27-11-2015
2748,CA-2017-141103,89.95,30-07-2017
2749,US-2017-118941,1779.9,2017-12-8 0:00
2750,US-2017-118941,219.9,2017-12-8 0:00
2751,CA-2015-127481,32.4,2015-12-12 0:00
2752,US-2015-145121,26.9,2015-2-10 0:00
2753,CA-2015-125976,154.9,27-09-2015
2754,CA-2014-103429,464,30-05-2014
2755,CA-2016-113117,32.4,16-08-2016
2756,CA-2016-148684,343.85,25-12-2016
2757,CA-2017-124744,82.4,21-06-2017
2758,CA-2017-165323,3404.5,17-06-2017
2759,CA-2017-131807,14.9,2017-5-10 0:00
2760,CA-2017-131807,72.9,2017-5-10 0:00
2761,CA-2014-113383,254.9,2014-10-9 0:00
2762,CA-2016-137939,89.95,20-07-2016
2763,US-2017-105998,199.75,2017-3-11 0:00
2764,CA-2015-110863,1323.9,17-11-2015
2765,CA-2016-145611,393.25,20-09-2016
2766,CA-2015-121188,892.35,28-08-2015
2767,CA-2015-156013,61.4,20-09-2015
2768,CA-2016-105753,61.1,20-10-2016
2769,CA-2017-143658,109.9,2017-8-11 0:00
2770,CA-2017-133046,234.95,27-07-2017
2771,CA-2017-122798,118.25,28-12-2017
2772,US-2017-113201,204.95,30-06-2017
2773,CA-2016-103464,595,18-11-2016
2774,CA-2016-120803,199.75,2016-9-3 0:00
2775,CA-2017-149699,474.95,22-12-2017
2776,CA-2015-114811,67.15,2015-8-11 0:00
2777,CA-2014-158225,169.45,22-09-2014
2778,CA-2017-152310,174.95,2017-12-8 0:00
2779,US-2017-167318,1649.95,26-07-2017
2780,CA-2016-128671,32.4,2016-11-8 0:00
2781,CA-2016-130778,44.75,19-11-2016
2782,CA-2016-153269,354.9,2016-9-3 0:00
2783,CA-2014-153087,498,27-12-2014
2784,CA-2014-161634,32.4,14-11-2014
2785,US-2015-115238,31.4,30-04-2015
2786,US-2015-115238,24.3,30-04-2015
2787,CA-2015-149601,77.55,28-05-2015
2788,CA-2016-142594,111.15,2016-1-12 0:00
2789,CA-2017-140480,141.9,2017-8-7 0:00
2790,CA-2017-140480,174.95,2017-8-7 0:00
2791,CA-2017-150091,17.9,2017-12-10 0:00
2792,CA-2017-150091,2154.9,2017-12-10 0:00
2793,CA-2014-146500,25.3,30-08-2014
2794,CA-2016-126284,83.7,20-09-2016
2795,CA-2016-158841,8749.95,2016-2-2 0:00
2796,CA-2016-123540,1454.9,2016-2-4 0:00
2797,CA-2017-162015,1287.45,2017-11-7 0:00
2798,CA-2017-162015,168.1,2017-11-7 0:00
2799,CA-2017-123624,82.95,13-11-2017
2800,CA-2015-164084,90,2015-7-9 0:00
2801,CA-2014-160094,174.95,30-04-2014
2802,CA-2014-160094,826,30-04-2014
2803,CA-2017-118346,399.95,23-07-2017
2804,CA-2014-142769,5.7,13-09-2014
2805,CA-2017-126634,94.2,30-03-2017
2806,CA-2016-118500,49.5,17-11-2016
2807,CA-2016-143805,40.7,2016-1-12 0:00
2808,CA-2016-144015,17.9,26-06-2016
2809,CA-2016-118311,450,24-10-2016
2810,CA-2017-116988,1287.45,27-06-2017
2811,CA-2016-102498,73.2,24-07-2016
2812,CA-2014-162992,22.55,19-12-2014
2813,US-2016-150140,1294.75,2016-6-4 0:00
2814,US-2016-140172,13.9,2016-8-3 0:00
2815,US-2017-132675,15.75,24-09-2017
2816,CA-2014-141173,67.15,18-11-2014
2817,CA-2015-143616,99.2,27-09-2015
2818,CA-2017-143252,99.95,18-12-2017
2819,CA-2015-134117,204.85,17-12-2015
2820,CA-2015-134117,16.4,17-12-2015
2821,CA-2017-148355,12.3,24-12-2017
2822,CA-2016-157280,756.8,2016-5-11 0:00
2823,US-2017-139577,104.75,2017-1-10 0:00
2824,CA-2017-143084,13.9,18-03-2017
2825,CA-2017-143084,19.4,18-03-2017
2826,CA-2017-137463,189.95,16-12-2017
2827,CA-2017-137463,149.95,16-12-2017
2828,CA-2017-137463,29.95,16-12-2017
2829,CA-2016-142524,279.95,2016-4-9 0:00
2830,CA-2015-104038,29.9,2015-6-2 0:00
2831,US-2014-158365,32.4,2014-12-4 0:00
2832,CA-2014-132010,36.4,13-10-2014
2833,US-2016-155971,99.9,2016-6-6 0:00
2834,US-2017-166688,64.9,20-05-2017
2835,CA-2017-156776,1473.1,2017-7-8 0:00
2836,CA-2016-153836,114.95,30-10-2016
2837,CA-2016-152646,32.4,21-11-2016
2838,CA-2014-113271,32.4,2014-9-7 0:00
2839,CA-2017-102309,199.95,23-09-2017
2840,US-2017-152898,67.9,2017-11-9 0:00
2841,CA-2015-137603,8.4,19-09-2015
2842,CA-2017-130715,17.9,16-09-2017
2843,CA-2014-155264,18.75,19-10-2014
2844,CA-2014-125997,629.95,20-09-2014
2845,CA-2014-145254,40.7,23-07-2014
2846,CA-2016-160479,35.4,15-09-2016
2847,CA-2014-167486,199.9,27-11-2014
2848,CA-2017-136882,477.3,27-05-2017
2849,CA-2017-102925,101.4,2017-5-11 0:00
2850,CA-2014-149104,40.2,2014-5-4 0:00
2851,CA-2016-125220,1649.75,14-10-2016
2852,CA-2017-156958,199.9,2017-5-12 0:00
2853,US-2017-169488,16.9,2017-7-9 0:00
2854,CA-2017-152975,29.95,14-09-2017
2855,CA-2016-117604,239.5,2016-4-9 0:00
2856,CA-2014-130155,34.2,19-05-2014
2857,CA-2014-104563,20.65,2014-7-3 0:00
2858,CA-2014-104563,204.9,2014-7-3 0:00
2859,CA-2014-100860,18.75,26-03-2014
2860,US-2017-135986,32.4,20-06-2017
2861,CA-2014-144281,491.55,2014-10-6 0:00
2862,CA-2017-147032,849.95,31-07-2017
2863,CA-2017-167395,979.95,2017-2-12 0:00
2864,CA-2014-111962,807.75,29-09-2014
2865,CA-2015-117086,4404.9,2015-8-11 0:00
2866,CA-2017-131303,62.65,28-11-2017
2867,CA-2017-113705,206.1,27-03-2017
2868,CA-2017-102659,54.9,2017-9-12 0:00
2869,CA-2015-149748,274.8,31-05-2015
2870,US-2014-114377,149.9,2014-5-11 0:00
2871,CA-2016-117583,204.95,27-11-2016
2872,CA-2016-117583,79.95,27-11-2016
2873,US-2016-125402,10.9,25-09-2016
2874,CA-2017-169327,43.1,2017-2-9 0:00
2875,CA-2017-169327,511.5,2017-2-9 0:00
2876,CA-2016-158155,214.7,2016-2-5 0:00
2877,CA-2017-113278,67.4,14-01-2017
2878,US-2016-115441,297.55,25-07-2016
2879,US-2016-115441,95.2,25-07-2016
2880,US-2015-129007,207.35,13-09-2015
2881,CA-2017-160927,94.85,29-01-2017
2882,CA-2016-169824,60.35,2016-12-12 0:00
2883,CA-2014-143371,51.15,28-12-2014
2884,US-2014-143287,46.35,2014-11-11 0:00
2885,CA-2017-153871,40.2,2017-11-12 0:00
2886,CA-2015-103772,140.75,28-06-2015
2887,CA-2017-163629,206.1,17-11-2017
2888,CA-2014-115812,7.28,2014-9-6 0:00
2889,CA-2014-146703,211.96,20-10-2014
2890,CA-2015-135545,79.76,24-11-2015
2891,CA-2016-129903,23.92,2016-1-12 0:00
2892,CA-2016-103730,30.84,2016-12-6 0:00
2893,CA-2016-145583,11.52,13-10-2016
2894,CA-2015-124919,105.52,31-05-2015
2895,CA-2014-158274,503.96,19-11-2014
2896,CA-2017-135860,83.92,2017-1-12 0:00
2897,CA-2017-135860,15.92,2017-1-12 0:00
2898,CA-2014-131926,25.92,2014-1-6 0:00
2899,CA-2016-146941,361.92,2016-10-12 0:00
2900,CA-2017-163979,725.84,28-12-2017
2901,CA-2016-142545,77.6,28-10-2016
2902,CA-2014-164973,360,2014-4-11 0:00
2903,CA-2015-128167,4.96,22-06-2015
2904,CA-2016-129714,49.12,2016-1-9 0:00
2905,CA-2016-138520,17.04,2016-8-4 0:00
2906,CA-2014-123344,211.96,24-09-2014
2907,CA-2016-155516,23.2,21-10-2016
2908,CA-2016-155516,1043.92,21-10-2016
2909,CA-2015-122259,70.12,31-10-2015
2910,CA-2017-110478,9.32,2017-4-3 0:00
2911,CA-2017-125388,56.56,19-10-2017
2912,CA-2017-155705,866.4,21-08-2017
2913,CA-2016-115756,91.36,2016-5-9 0:00
2914,CA-2016-166674,35.12,2016-1-4 0:00
2915,CA-2016-100153,63.88,13-12-2016
2916,CA-2015-109638,103.92,15-12-2015
2917,CA-2016-126158,255.76,25-07-2016
2918,CA-2015-134894,283.92,2015-7-12 0:00
2919,CA-2017-164826,13.96,28-12-2017
2920,CA-2015-149713,19.92,18-09-2015
2921,CA-2015-132906,51.52,2015-10-9 0:00
2922,CA-2015-138009,523.48,29-11-2015
2923,CA-2017-106103,132.52,2017-10-6 0:00
2924,CA-2016-160745,14.8,2016-11-12 0:00
2925,CA-2016-160745,316,2016-11-12 0:00
2926,CA-2016-164511,68.6,19-11-2016
2927,CA-2014-112158,119.96,2014-2-12 0:00
2928,CA-2014-124429,359.32,27-05-2014
2929,CA-2015-135272,79.92,2015-7-12 0:00
2930,CA-2014-106803,119.8,29-12-2014
2931,CA-2017-133333,22.72,18-09-2017
2932,CA-2015-144267,23.92,21-08-2015
2933,CA-2015-115938,143.96,26-06-2015
2934,CA-2014-156433,21.72,20-09-2014
2935,CA-2014-151995,11.52,13-10-2014
2936,CA-2014-151995,213.92,13-10-2014
2937,US-2014-102071,67.8,2014-9-5 0:00
2938,CA-2017-126956,37.24,21-08-2017
2939,CA-2015-100454,11.52,20-11-2015
2940,US-2017-123463,13.48,23-12-2017
2941,CA-2017-133256,15.92,26-06-2017
2942,CA-2017-137596,1199.8,2017-2-9 0:00
2943,CA-2015-115091,46.2,2015-5-10 0:00
2944,CA-2015-148250,134.48,13-12-2015
2945,CA-2017-135279,191.6,2017-9-4 0:00
2946,CA-2014-158540,151.72,24-11-2014
2947,CA-2016-127670,697.16,20-03-2016
2948,CA-2015-110016,19.92,29-11-2015
2949,CA-2016-107216,7.04,14-06-2016
2950,US-2014-147627,38.6,20-01-2014
2951,CA-2016-112102,343.92,2016-12-4 0:00
2952,CA-2014-146969,8.72,29-09-2014
2953,CA-2014-117709,46.8,2014-4-5 0:00
2954,CA-2017-145226,31.92,2017-8-12 0:00
2955,CA-2014-120243,11.56,27-12-2014
2956,CA-2014-127131,25.92,24-11-2014
2957,CA-2017-117212,81.92,26-02-2017
2958,CA-2017-117212,223.92,26-02-2017
2959,CA-2017-117212,23.12,26-02-2017
2960,CA-2016-126004,40.56,2016-4-12 0:00
2961,CA-2016-128727,22,29-08-2016
2962,US-2016-162859,8.72,15-02-2016
2963,CA-2015-154956,1099.96,2015-4-7 0:00
2964,CA-2014-163293,83.88,2014-8-9 0:00
2965,CA-2016-141082,122.12,2016-9-12 0:00
2966,CA-2017-106033,87.92,15-10-2017
2967,CA-2016-122133,552.56,16-05-2016
2968,CA-2016-124485,88.4,24-11-2016
2969,CA-2016-136329,165.28,2016-9-7 0:00
2970,CA-2017-122735,39.96,2017-12-4 0:00
2971,US-2016-108455,25.92,2016-2-12 0:00
2972,CA-2017-151911,62.96,30-04-2017
2973,CA-2015-153388,6.72,2015-1-8 0:00
2974,CA-2016-134208,396,17-09-2016
2975,CA-2017-148446,1669.6,2017-10-12 0:00
2976,CA-2014-107181,34.24,2014-4-2 0:00
2977,CA-2017-120761,91.96,2017-4-9 0:00
2978,CA-2015-131338,247.8,2015-9-8 0:00
2979,CA-2016-109911,10.96,2016-12-5 0:00
2980,US-2016-115819,22.72,19-04-2016
2981,CA-2015-130022,41.4,2015-10-8 0:00
2982,US-2017-132444,132.52,18-11-2017
2983,CA-2015-156335,63.96,25-09-2015
2984,CA-2016-169943,35.92,19-05-2016
2985,CA-2016-106894,100,2016-7-2 0:00
2986,CA-2017-166317,219.84,22-09-2017
2987,CA-2014-120474,46.64,2014-1-12 0:00
2988,US-2017-121251,119.96,26-03-2017
2989,CA-2015-109512,563.4,2015-5-3 0:00
2990,CA-2015-157959,136.92,2015-3-2 0:00
2991,CA-2017-157987,17.12,2017-2-9 0:00
2992,CA-2017-117485,291.96,23-09-2017
2993,CA-2014-122749,479.96,2014-3-12 0:00
2994,CA-2014-164721,26.76,25-11-2014
2995,CA-2014-131905,15,2014-6-2 0:00
2996,CA-2016-145905,900.08,18-09-2016
2997,CA-2015-113110,33.36,19-03-2015
2998,CA-2016-168354,872.32,19-09-2016
2999,CA-2015-117961,61.04,26-11-2015
3000,CA-2014-106439,405.64,31-10-2014
3001,CA-2015-133452,199.96,13-04-2015
3002,CA-2016-140501,122.12,23-06-2016
3003,US-2016-146570,91.96,15-05-2016
3004,CA-2017-167101,221.92,24-03-2017
3005,US-2014-114188,33.28,20-05-2014
3006,CA-2016-128412,123.92,2016-10-12 0:00
3007,CA-2015-129854,16.52,22-08-2015
3008,CA-2014-104283,223.96,27-06-2014
3009,CA-2015-113145,13.52,2015-1-11 0:00
3010,CA-2015-113145,503.96,2015-1-11 0:00
3011,CA-2014-162362,11.52,14-11-2014
3012,CA-2016-106558,316,17-01-2016
3013,CA-2017-157931,723.92,17-09-2017
3014,CA-2015-117828,194.32,23-12-2015
3015,CA-2015-109470,60.64,31-12-2015
3016,CA-2014-110639,25.92,23-08-2014
3017,CA-2014-110639,45.92,23-08-2014
3018,US-2014-148838,155.04,17-03-2014
3019,US-2016-108637,46,13-03-2016
3020,CA-2017-123659,23.12,2017-10-2 0:00
3021,CA-2017-155152,252,2017-7-7 0:00
3022,US-2017-117534,176.04,25-03-2017
3023,US-2015-127040,113.92,2015-6-12 0:00
3024,CA-2016-146934,662.84,22-05-2016
3025,CA-2017-128755,571.44,2017-4-5 0:00
3026,CA-2016-114972,1101.48,2016-3-11 0:00
3027,CA-2015-141040,631.96,2015-9-10 0:00
3028,CA-2015-141040,23.92,2015-9-10 0:00
3029,CA-2014-143917,53.72,25-07-2014
3030,CA-2016-136812,1117.92,18-11-2016
3031,CA-2016-124352,121.6,15-10-2016
3032,CA-2014-111500,17.96,17-08-2014
3033,CA-2014-111500,339.96,17-08-2014
3034,CA-2015-143238,46.32,2015-6-9 0:00
3035,US-2016-114174,14.76,2016-8-9 0:00
3036,CA-2017-108070,205.92,16-04-2017
3037,CA-2016-155439,25.92,14-09-2016
3038,CA-2017-109589,71,21-12-2017
3039,CA-2016-165848,61.12,2016-4-6 0:00
3040,CA-2014-164861,25.92,2014-3-12 0:00
3041,CA-2017-108441,19.04,2017-12-6 0:00
3042,US-2015-139759,105.96,25-08-2015
3043,CA-2017-127026,89.52,21-01-2017
3044,CA-2017-155873,192.16,16-06-2017
3045,CA-2017-104801,799.96,13-02-2017
3046,CA-2015-129770,49.12,21-02-2015
3047,CA-2017-122707,477.24,16-04-2017
3048,CA-2016-146171,76.92,2016-11-3 0:00
3049,CA-2016-146171,481.32,2016-11-3 0:00
3050,CA-2017-167668,59.2,2017-6-5 0:00
3051,CA-2017-158743,13.36,20-10-2017
3052,CA-2015-135685,999.96,16-11-2015
3053,US-2014-125521,1139.92,14-03-2014
3054,CA-2017-107342,28.16,17-12-2017
3055,CA-2016-136371,20.32,19-03-2016
3056,CA-2017-138975,67.8,19-05-2017
3057,US-2017-103828,31.92,13-08-2017
3058,CA-2016-130799,6.96,2016-11-11 0:00
3059,CA-2015-166464,12.6,2015-12-9 0:00
3060,CA-2014-113929,35,16-06-2014
3061,CA-2015-134747,263.96,2015-12-10 0:00
3062,CA-2017-143434,19.76,18-11-2017
3063,CA-2015-158456,45.92,24-12-2015
3064,CA-2016-139269,24.96,25-05-2016
3065,CA-2017-147291,895.92,2017-11-3 0:00
3066,CA-2015-168480,194.32,21-09-2015
3067,CA-2017-121419,360,2017-2-4 0:00
3068,US-2017-148054,227.84,2017-6-10 0:00
3069,CA-2016-150350,15.88,23-08-2016
3070,CA-2017-147564,49.12,2017-2-10 0:00
3071,US-2015-137008,51.12,2015-2-10 0:00
3072,US-2017-109253,17.12,21-08-2017
3073,US-2017-109253,129.92,21-08-2017
3074,CA-2016-145982,11.68,27-08-2016
3075,US-2015-142020,30.44,2015-4-6 0:00
3076,CA-2015-161718,39.96,2015-4-12 0:00
3077,US-2017-148362,443.92,2017-1-7 0:00
3078,US-2017-148362,25.92,2017-1-7 0:00
3079,CA-2016-100244,11.76,20-09-2016
3080,CA-2015-153381,15.24,24-09-2015
3081,CA-2015-153325,58.72,2015-1-3 0:00
3082,CA-2014-124688,29.12,27-08-2014
3083,CA-2016-151169,7.92,21-10-2016
3084,CA-2017-142034,72,24-09-2017
3085,CA-2017-142034,603.92,24-09-2017
3086,CA-2016-150945,900.08,18-12-2016
3087,CA-2014-110849,13.12,18-04-2014
3088,CA-2017-152737,439.8,2017-7-11 0:00
3089,CA-2017-168109,1687.8,2017-3-7 0:00
3090,CA-2017-112956,91.92,21-08-2017
3091,CA-2014-146528,15.52,25-07-2014
3092,CA-2017-109960,33.72,2017-9-12 0:00
3093,CA-2015-132626,15.8,2015-9-7 0:00
3094,CA-2015-132626,79.36,2015-9-7 0:00
3095,CA-2017-160416,163.96,13-11-2017
3096,CA-2016-151155,18.92,20-12-2016
3097,CA-2015-109575,65.08,18-09-2015
3098,CA-2016-137848,16.52,15-01-2016
3099,CA-2017-161956,321.92,27-08-2017
3100,US-2014-117163,36.44,27-01-2014
3101,CA-2017-161053,691.96,22-09-2017
3102,CA-2017-123246,10.64,17-10-2017
3103,CA-2015-132486,11.8,23-10-2015
3104,US-2015-148817,61.68,2015-1-12 0:00
3105,US-2015-148817,63.96,2015-1-12 0:00
3106,CA-2014-133228,79.36,2014-4-4 0:00
3107,CA-2016-149902,88.04,2016-1-4 0:00
3108,CA-2015-132374,79.36,22-02-2015
3109,US-2016-116400,39.92,22-10-2016
3110,CA-2017-112333,2591.56,2017-8-4 0:00
3111,US-2015-168732,25.92,2015-10-12 0:00
3112,CA-2015-153612,17.12,22-12-2015
3113,CA-2017-124296,232.88,24-12-2017
3114,CA-2016-169957,100,26-09-2016
3115,CA-2014-110786,21.12,29-12-2014
3116,CA-2015-100685,5.04,19-12-2015
3117,CA-2015-102491,79.96,24-08-2015
3118,CA-2015-121272,73.28,29-03-2015
3119,CA-2015-163587,16.52,14-03-2015
3120,CA-2014-157924,31.92,2014-11-10 0:00
3121,US-2017-136868,319.96,2017-6-10 0:00
3122,CA-2014-103590,62.28,30-11-2014
3123,CA-2017-120327,45.92,2017-11-11 0:00
3124,CA-2014-133704,43.92,20-09-2014
3125,CA-2016-157336,751.92,2016-1-12 0:00
3126,CA-2017-158344,63.96,2017-7-8 0:00
3127,US-2017-124821,871.4,25-06-2017
3128,CA-2016-123806,207.76,24-11-2016
3129,CA-2017-117261,54.32,2017-4-9 0:00
3130,CA-2014-162278,63.92,26-10-2014
3131,CA-2017-105410,199.96,19-03-2017
3132,CA-2017-111332,25.92,20-05-2017
3133,CA-2017-111332,704.76,20-05-2017
3134,CA-2016-156811,43.92,27-10-2016
3135,CA-2016-168893,20,2016-3-11 0:00
3136,US-2014-147704,29.12,16-11-2014
3137,CA-2016-147137,27.92,2016-4-7 0:00
3138,US-2017-111920,36.44,22-10-2017
3139,CA-2016-101385,16.56,25-09-2016
3140,CA-2014-109491,20.32,20-02-2014
3141,US-2017-105046,39.08,17-07-2017
3142,CA-2017-138464,13.12,2017-8-7 0:00
3143,CA-2015-130218,31.56,23-03-2015
3144,CA-2015-130218,27.92,23-03-2015
3145,CA-2016-139395,33.48,2016-12-12 0:00
3146,CA-2015-146948,11.52,16-07-2015
3147,CA-2016-109407,31.36,24-01-2016
3148,CA-2017-168228,123.92,27-04-2017
3149,CA-2017-150987,195.76,2017-8-4 0:00
3150,CA-2016-116547,79.92,2016-10-1 0:00
3151,CA-2016-133550,635.96,31-07-2016
3152,US-2015-138121,29.52,17-12-2015
3153,CA-2016-158435,173.24,17-05-2016
3154,CA-2014-119151,1117.92,25-11-2014
3155,CA-2017-168123,221.16,2017-5-3 0:00
3156,CA-2014-121573,783.96,2014-3-11 0:00
3157,CA-2017-123701,27.76,24-11-2017
3158,CA-2017-108091,23.36,16-11-2017
3159,US-2015-141684,24.96,29-06-2015
3160,CA-2015-151589,195.64,27-12-2015
3161,US-2016-139388,14.96,2016-7-11 0:00
3162,CA-2015-137526,77.6,13-01-2015
3163,CA-2017-143567,975.92,2017-2-11 0:00
3164,CA-2017-143567,59.92,2017-2-11 0:00
3165,CA-2016-135776,1117.92,23-12-2016
3166,CA-2017-120936,481.32,17-12-2017
3167,US-2014-146353,22.92,14-10-2014
3168,CA-2015-156482,283.92,2015-6-2 0:00
3169,CA-2014-102085,29.24,2014-4-10 0:00
3170,CA-2016-136126,191.6,24-05-2016
3171,CA-2016-133795,39.92,18-12-2016
3172,CA-2016-158694,129.92,2016-10-11 0:00
3173,CA-2016-158694,720.76,2016-10-11 0:00
3174,US-2017-120607,195.64,19-05-2017
3175,CA-2015-145485,62.8,2015-5-11 0:00
3176,CA-2016-108350,105.52,2016-6-6 0:00
3177,CA-2015-147102,66.36,19-09-2015
3178,CA-2014-160766,2799.96,14-09-2014
3179,CA-2016-128972,30.36,13-11-2016
3180,CA-2017-161333,139.04,2017-2-2 0:00
3181,CA-2017-161333,46.8,2017-2-2 0:00
3182,US-2015-124219,28.4,2015-7-8 0:00
3183,CA-2015-115567,199.96,13-09-2015
3184,CA-2014-101560,13.12,28-11-2014
3185,US-2016-169369,49.12,2016-12-12 0:00
3186,US-2017-114657,52.44,16-11-2017
3187,CA-2017-144484,32.36,2017-11-9 0:00
3188,CA-2017-125913,27.92,16-01-2017
